1719000000,1753000000,6251765262,133,32062422,0,0,0,0,0,0,0,0,0,,,,0,0,0
1720000000,1784000000,6251765262,3,7776867,0,0,0,0,0,0,0,0,0,,,,0,0,0
1720000000,1796000000,6251765262,11,6570814,0,0,0,0,0,0,0,0,0,,,,0,0,0
1720000000,1752000000,6251765262,18,6608677,0,0,0,0,0,0,0,0,0,,,,0,0,0
1720000000,1745000000,6251765262,26,6566601,0,0,0,0,0,0,0,0,0,,,,0,0,0
1720000000,1753000000,6251765262,27,4304175952,0,0,0,0,0,0,0,0,0,,,,0,0,0
1720000000,1745000000,6251765262,55,766057,0,0,0,0,0,0,0,0,0,,,,0,0,0
1720000000,1736000000,6251765262,76,6608010,0,0,0,0,0,0,0,0,0,,,,0,0,0
1720000000,1752000000,6251765262,93,4489441050,0,0,0,0,0,0,0,0,0,,,,0,0,0
1720000000,1745000000,6251765262,99,3938722014,0,0,0,0,0,0,0,0,0,,,,0,0,0
1720000000,1763000000,6251765262,128,284800611,0,0,0,0,0,0,0,0,0,,,,0,0,0
1720000000,1752000000,6251765262,129,2538310,0,0,0,0,0,0,0,0,0,,,,0,0,0
1721000000,1753000000,6251765262,30,2568523361,0,0,0,0,0,0,0,0,0,,,,0,0,0
1721000000,1737000000,6251765262,66,904000,0,0,0,0,0,0,0,0,0,,,,0,0,0
1721000000,1753000000,6251765262,163,97967489,0,0,0,0,0,0,0,0,0,,,,0,0,0
1721000000,1787000000,6251765262,173,4820107181,0,0,0,0,0,0,0,0,0,,,,0,0,0
1721000000,1753000000,6251765262,184,5777330612,0,0,0,0,0,0,0,0,0,,,,0,0,0
1721000000,1753000000,6251765262,196,4246114621,0,0,0,0,0,0,0,0,0,,,,0,0,0
1722000000,1756000000,6251765262,17,227459022,0,0,0,0,0,0,0,0,0,,,,0,0,0
1722000000,1753000000,6251765262,31,603122,0,0,0,0,0,0,0,0,0,,,,0,0,0
1722000000,1756000000,6251765262,71,4820024112,0,0,0,0,0,0,0,0,0,,,,0,0,0
1722000000,1753000000,6251765262,106,8055707,0,0,0,0,0,0,0,0,0,,,,0,0,0
1722000000,1756000000,6251765262,137,1301955,0,0,0,0,0,0,0,0,0,,,,0,0,0
1722000000,1745000000,6251765262,145,16918655,0,0,0,0,0,0,0,0,0,,,,0,0,0
1722000000,1738000000,6251765262,187,185047962,0,0,0,0,0,0,0,0,0,,,,0,0,0
1722000000,1739000000,6251765262,191,4302830121,0,0,0,0,0,0,0,0,0,,,,0,0,0
1722000000,1754000000,6251765262,193,294847088,0,0,0,0,0,0,0,0,0,,,,0,0,0
1723000000,1740000000,6251765262,5,770559055,0,0,0,0,0,0,0,0,0,,,,0,0,0
1723000000,1758000000,6251765262,32,336036382,0,0,0,0,0,0,0,0,0,,,,0,0,0
1723000000,1740000000,6251765262,34,1979084905,0,0,0,0,0,0,0,0,0,,,,0,0,0
1723000000,1757000000,6251765262,75,1094091,0,0,0,0,0,0,0,0,0,,,,0,0,0
1723000000,1747000000,6251765262,92,2196897270,0,0,0,0,0,0,0,0,0,,,,0,0,0
1723000000,1740000000,6251765262,141,5476776856,0,0,0,0,0,0,0,0,0,,,,0,0,0
1723000000,1748000000,6251765262,143,4820025418,0,0,0,0,0,0,0,0,0,,,,0,0,0
1723000000,1748000000,6251765262,159,3810707584,0,0,0,0,0,0,0,0,0,,,,0,0,0
1723000000,1748000000,6251765262,162,3938705269,0,0,0,0,0,0,0,0,0,,,,0,0,0
1723000000,1758000000,6251765262,199,1332160,0,0,0,0,0,0,0,0,0,,,,0,0,0
1724000000,1741000000,6251765262,33,381365,0,0,0,0,0,0,0,0,0,,,,0,0,0
1724000000,1749000000,6251765262,54,487403,0,0,0,0,0,0,0,0,0,,,,0,0,0
1724000000,1758000000,6251765262,59,353704085,0,0,0,0,0,0,0,0,0,,,,0,0,0
1724000000,1781000000,6251765262,61,39183488,0,0,0,0,0,0,0,0,0,,,,0,0,0
1724000000,1759000000,6251765262,68,904346,0,0,0,0,0,0,0,0,0,,,,0,0,0
1724000000,1759000000,6251765262,120,662363,0,0,0,0,0,0,0,0,0,,,,0,0,0
1724000000,1742000000,6251765262,121,38748753,0,0,0,0,0,0,0,0,0,,,,0,0,0
1724000000,1757000000,6251765262,132,1303405,0,0,0,0,0,0,0,0,0,,,,0,0,0
1724000000,1748000000,6251765262,148,3081201019,0,0,0,0,0,0,0,0,0,,,,0,0,0
1724000000,1759000000,6251765262,149,422082,0,0,0,0,0,0,0,0,0,,,,0,0,0
1724000000,1759000000,6251765262,155,1268441,0,0,0,0,0,0,0,0,0,,,,0,0,0
1725000000,1759000000,6251765262,16,4303303731,0,0,0,0,0,0,0,0,0,,,,0,0,0
1725000000,1760000000,6251765262,25,1269585,0,0,0,0,0,0,0,0,0,,,,0,0,0
1725000000,1759000000,6251765262,63,3571484904,0,0,0,0,0,0,0,0,0,,,,0,0,0
1725000000,1761000000,6251765262,81,2343401803,0,0,0,0,0,0,0,0,0,,,,0,0,0
1725000000,1748000000,6251765262,94,610044506,0,0,0,0,0,0,0,0,0,,,,0,0,0
1725000000,1759000000,6251765262,97,854244927,0,0,0,0,0,0,0,0,0,,,,0,0,0
1725000000,1749000000,6251765262,117,696935762,0,0,0,0,0,0,0,0,0,,,,0,0,0
1725000000,1759000000,6251765262,151,765828,0,0,0,0,0,0,0,0,0,,,,0,0,0
1725000000,1782000000,6251765262,160,905733,0,0,0,0,0,0,0,0,0,,,,0,0,0
1725000000,1749000000,6251765262,168,1274066,0,0,0,0,0,0,0,0,0,,,,0,0,0
1725000000,1760000000,6251765262,181,929532357,0,0,0,0,0,0,0,0,0,,,,0,0,0
1726000000,1751000000,6251765262,43,348709277,0,0,0,0,0,0,0,0,0,,,,0,0,0
1726000000,1744000000,6251765262,96,351617798,0,0,0,0,0,0,0,0,0,,,,0,0,0
1726000000,1744000000,6251765262,126,1479029240,0,0,0,0,0,0,0,0,0,,,,0,0,0
1726000000,1791000000,6251765262,167,4820028588,0,0,0,0,0,0,0,0,0,,,,0,0,0
1726000000,1750000000,6251765262,169,3828979,0,0,0,0,0,0,0,0,0,,,,0,0,0
1726000000,1743000000,6251765262,180,1094275,0,0,0,0,0,0,0,0,0,,,,0,0,0
1726000000,1743000000,6251765262,194,336055277,0,0,0,0,0,0,0,0,0,,,,0,0,0
1727000000,1762000000,6251765262,4,224761943,0,0,0,0,0,0,0,0,0,,,,0,0,0
1727000000,1762000000,6251765262,6,38744075,0,0,0,0,0,0,0,0,0,,,,0,0,0
1727000000,1744000000,6251765262,22,38714006,0,0,0,0,0,0,0,0,0,,,,0,0,0
1727000000,1761000000,6251765262,24,1272656,0,0,0,0,0,0,0,0,0,,,,0,0,0
1727000000,1752000000,6251765262,36,16918689,0,0,0,0,0,0,0,0,0,,,,0,0,0
1727000000,1763000000,6251765262,38,4820137356,0,0,0,0,0,0,0,0,0,,,,0,0,0
1727000000,1761000000,6251765262,79,32008061,0,0,0,0,0,0,0,0,0,,,,0,0,0
